character,statement,line,book
hagrid,"yeh will not! think i wan' yeh seein' a thing like this! no. yeh'll drink yer tea an' be off. but before yeh do -- i wan' ter see you an' ron shake hands, harry. ron and harry exchange a glance, then look to hagrid.",349,3
hagrid,"good. now then. ron, i wan' ter see you give hermione a hug.",350,3
hagrid,"go on! you two've been at it all year. an' i'm sick o' it. acutely uncomfortable, hermione and ron step forward and perform perhaps the most awkward hug hogwarts has ever seen.",351,3
ron,"i'm not kissing fang if that's what you're thinking... hearing his name, fang -- hagrid's giant boarhound -- thumps his tail happily on the floor. hagrid turns, takes the lid from a flour tin, a tiny head, ears flecked with powder, emerges.",352,3
hagrid,"yeh should keep a closer eye on yer pets, ron.",353,3
ron,"right. next time i see crookshanks, i'll let him know.",354,3
hagrid,"crikey. here we go agin... smash! a glass jar on the shelf shatters. as hermione scoops up a jagged star-shaped stone, a second stone bounces off the back of harry's head.",355,3
harry,"hagrid... everyone turns. looks. dumbledore and fudge approach. behind them, in a fluttering shroud of crows, the executioner follows, axe at his side. hagrid begins to panic.",356,3
harry,c'mon.,357,3
environment,"as the trio exit through the back door, fudge, dumbledore and the executioner enter through the front.",358,3
environment,"a veil of crows flutters onto the roof. more drop into the patch, begin to slowly circle buckbeak. harry and the others duck behind the pumpkins, watch hagrid solemnly greet the others. fudge appears at the window. picks his nose. just then, a shhh! is heard. hermione turns. the branches of the trees behind her are",359,3
harry,what?,360,3
environment,"the trio slip silently into a stand of trees. beyond them, hagrid's hut glimmers desolately in the dying sun. high in the clock tower, a bell begins to toll.",361,3
ding!,all goes very still. the wind loses its voice...,362,3
ding!,"the sun sets, dropping behind the mountains in the distance. hermione turns. sees a frenzied spray of crows stain the bloody sky, their primal shrieking rising like a curse. slowly, hermione's hand falls onto ron's shoulder and camera falls with her, continuing down the length of ron's arm to his hand, where a drop of blood hangs from his finger, drops like a tear...",363,3
ron,he bit me... his eyes shift. see scabbers streaking away.,364,3
environment,"ron reaches the summit, disappears over the top. hermione and harry follow.",365,3
hermione,"harry. you do realize what tree this is... ron nabs scabbers, cradles him in his bloody palm.",366,3
harry,that's not good. (yelling) ron! run! ron spins. looks toward harry.,367,3
ron,"aaaahhh! the dog's teeth flash and -- snap! -- close on ron's foot, dragging him towards the trunk like a rag doll. instantly, harry dashes forward, leaps out, and grabs ron's hands... but he and ron just keep skudding along the ground.",368,3
ron,"harry! harry raises his chin. the dog vanishes into the gap at the base of the tree, begins to pull ron through...",369,3
harry,"no, ron... one by one, ron releases his fingers from harry's forearm. sacrificing himself.",370,3
harry and hermione's pov - the branches overhead,"swaying beautifully against the dusky sky, swishing softly.",371,3
hermione,"haaaaaaarrrrrr!!!!!!!!! harry squints up, sees a pile-driving fist of a branch screaming straight down for his head. he rolls away just as -- whomp! -- the branch pulverizes the ground. hermione whips through frame, still clinging on for dear life, and harry rises. flumph! -- he's promptly knocked to the ground again. hermione goes crashing through the high branches, harry spies his glasses and grabs them. rising, he fits them to his face and...",372,3
harry,"ahhhhhhhhhhhhhhhh! hermione reaches out, grabs harry's shirt and -- riding the branch in tandem -- the two boomerang back, hurtling toward the trunk of the tree, through the gap, and into the darkness...",373,3
hermione,thanks.,374,3
hermione,where do you suppose this goes?,375,3
environment,"harry and hermione make their way through the primitive passageway, ducking the roots that dangle overhead. then, abruptly, the tunnel... ends. confused, harry and hermione glance about, then -- as one -- peer up. a small opening. harry reaches up, hoists himself through.",376,3
hermione,"we're in the shrieking shack, aren't we? harry doesn't answer, staring at the dog prints in the dust on the floor. the ceiling creaks. they dash to the stairs.",377,3
harry,nox.,378,3
environment,"his wand-light dies. slowly, they step to the door. exchange a look. she nods, wand ready, and harry kicks the door aside.",379,3
hermione,ron! you're okay --,380,3
ron,"he's the dog. it's a trap, harry. he's an animagus... harry looks down, follows the paw prints on the floor to a pair of filthy human feet. harry looks up slowly at the man standing in the shadows. filthy, matted hair hangs to his shoulders. his skin like a corpse.",381,3
hermione,"if you want to kill harry, you'll -- you'll... have to kill us, too!",382,3
harry,then it'll be you!,383,3
sirius black,"going to kill me, harry?",384,3
harry,"professor lupin! lupin ignores them, eying black intensely.",385,3
hermione,"professor lupin! lupin ignores them, eying black intensely.",385,3
ron,"professor lupin! lupin ignores them, eying black intensely.",385,3
sirius black,"you'd know all about the madness within, wouldn't you, remus? the two regard each other, the moment taut with tension, then lupin steps forward and... embraces black like a brother.",388,3
professor lupin,how long have you known?,389,3
professor lupin,"you're the brightest witch of your age i've ever met, hermione.",390,3
professor lupin,"wait, sirius --",391,3
professor lupin,all right then. as you wish...,392,3
harry,you betrayed my parents! you sold them to voldemort!,393,3
professor lupin,harry! you've got to listen --,394,3
sirius black,"no! i wasn't there! and i'll regret it the rest of my life! harry's eyes flash to black's, glittering with pain.",395,3
sirius black,he's as good as dead.,396,3
sirius black,"oh yes there is... black turns then, to ron, and croons in a cruel sing song:",397,3
ron,"you're mad... harry's eyes shift from ron's face to his hands, where scabbers twists violently. as a curious expression befalls harry, lupin and black, as one, raise their wands... when.",398,3
snape,"(eying black) ah, vengeance is sweet. how i hoped i'd be the one to catch you.",399,3
snape,i told dumbledore you were helping your old friend into the castle. and here's the proof.,400,3
snape,give me a reason. i beg you.,401,3
sirius black,he can't help it. it's habit by now.,402,3
snape,(clucking his tongue) listen to you two. quarreling like an old married couple. the creature and the criminal.,403,3
snape,"witty as ever i see. tell me, will you be so irreverent when i turn you over to the dementors? (as black reacts) do i detect a flicker of fear? one can only imagine what it must be like to endure the dementor's kiss. it's said to be unbearable to witness. but i'll do my best. snape's eyes harden. he gestures to the door.",404,3
harry,"expelliarmus! snape soars into the air, hits the wall with a thud, and slides down. ron and hermione stare in shock.",405,3
harry,you said peter before. peter who?,406,3
harry,"he killed no. pettigrew's dead. him. as harry points at black, black laughs mirthlessly.",407,3
harry,the map was lying then --,408,3
ron,m-me? it's lunatic...,409,3
ron,scabbers? scabbers has been in my family for --,410,3
ron,so what?,411,3
sirius black,finger. dirty coward cut it off so everyone would think he was dead. then he transformed into a rat.,412,3
environment,"harry stares into black's sunken eyes. wanting to believe. desperate to believe. glances at ron, his agonized face. scabbers squirms violently.",413,3
ron,what are you going to do to him? sirius and lupin exchange a glance.,414,3
pettigrew,"harry! look at you! y-you look just like your father. like james. we were the best of friends, he and i --",415,3
pettigrew,"i didn't mean to! the dark lord, you have no idea the weapons he possesses! ask yourself what you would have done, sirius. what would you have done!",416,3
professor lupin,we would.,417,3
pettigrew,"sweet girl. clever girl. surely you won't let them... as one, lupin and black raise their wands, point them directly into pettigrew's face. he shrinks back trembling, closing his eyes in fear, when...",418,3
professor lupin,"harry, this man...",419,3
pettigrew,"bless you, boy! bless you --",420,3
pettigrew,"turn me into a maggot. a dung beetle. a flobberworm! anything but the dementors... (as ron emerges) ron! haven't i been a good friend? a good pet? you won't let them kill me, will you? i was your rat... as ron draws back in disgust, a sleepwalking snape bumps his head against a low limb. hermione turns to harry.",421,3
pettigrew,"sweet girl. clever girl. surely you won't let them... hermione tugs her robes from pettigrew's sweaty grasp. harry turns, sees black staring in wonder at the castle, shining radiantly under the bright bowl of the night sky.",422,3
harry,"i don't reckon my father'd want his best friends to become killers for a worthless piece of vermin like pettigrew. besides: dead, the truth dies with him. alive... you're free.",423,3
environment,"sirius studies harry's profile, moved by this.",424,3
harry,i know.,425,3
harry,when! come live with you?,426,3
hermione,"harry... he turns, see hermione staring at the full moon. his eyes shift. lupin is a rigid silhouette, his fingers twitching.",427,3
sirius black,"run. all of you. now. but none of them do, transfixed, watching as bristles poke through lupin's skin. black steps forward, wraps his arms around his friend, presses his mouth to his ear.",428,3
environment,sirius black (cont'dpounding lupin's chest) this heart is where you truly live. this heart! here! as lupin's wand drops... pettigrew leaps.,429,3
hermione,"professor...? the werewolf's eyes blaze. long teeth glitter. then... a horrifying growl erupts from its throat. harry and hermione spin, begin to flee... and run flat into snape. as they collapse in a great clumsy pile, snape's eyes flutter open, the spell broken. seeing hermione atop him, he sweeps her aside...",430,3
harry,"sirius! the dog yelps, roars in pain, and the werewolf flings it into the tall grass. as it charges after, harry pushes past snape, dashes into the night. hermione makes to follow, but snape holds her back.",431,3
harry,"please, professor. stop... it's me. suddenly... a howl pierces the night. the werewolf falters, cocking its head toward the forest. harry waits, petrified. the werewolf's eyes shift back to him. it snarls, moves closer, ready to kill. harry covers his face with his arm, when... ... a second howl echoes high above the forest. slowly, harry drops his arm. looks. the werewolf bounds toward the forest, vanishes. harry's eyes shift. in the darkness, the wounded dog lurches through the tall grass. falls. rises. falls again. each time becoming more human. as he disappears over the ridge, harry sprints after.",432,3
harry,sirius! harry looks into his glassy eyes.,433,3
harry,"no... no! (drawing his wand) expecto... patronum! a thin silvery wisp weeps from harry's wand, hovering like a veil, but the dementors continue to come. harry places his hand on black's heaving heart, poises his wand once more:",434,3
environment,"camera pulls back slowly... out of hermione's shadow, which ripples against the curtain that encircles harry's bed. a hand reaches out -- harry's hand -- and sweeps the curtain aside. ron lies opposite, his leg bandaged. hermione paces. stops.",435,3
harry,i saw my dad.,436,3
harry,"he sent the dementors away... i saw him. across the lake... hermione exchanges a private glance with ron, turns back.",437,3
harry,the kiss...?,438,3
harry,"you mean, they're going to kill sirius?",439,3
hermione,headmaster! you've got to stop them! they've got the wrong man!,440,3
ron,it's scabbers who did it!,441,3
ron,"my rat, sir. only he's not really well, he was a rat. you a rat. see, he used to be my brother percy's --",442,3
dumbledore,"i do, miss granger. but i'm sorry to say the word of three thirteen- year-old wizards will convince few others. a child's voice, however honest and true, is meaningless to those who have forgotten how to listen. as dumbledore turns to the window, a shooting star plummets silently through the sky.",443,3
dumbledore,"by the way, when in doubt, i find retracing my steps to be a wise place to begin... good luck. he smiles, exits. harry glances curiously at the chocolate.",444,3
hermione,"sorry, ron. but seeing as you can't walk... as ron and harry exchange a curious glance, the bell continues to chime -- ding! ding! -- and...",445,3
afternoon,"time reverses in a dizzying backward blur, as if a tape were being rewound, every moment that occurred in the hospital room flickering by at a dizzying speed while, outside the window, darkness gives way to dusk and the sun ""un-sets,"" returning to its place low on the horizon. at this point, the time reversal ends and the room is... empty. except for harry and hermione. as hermione unloops the necklace, harry glances around in confusion.",446,3
hermione,seven-thirty. where were we at seven-thirty?,447,3
hermione,"come on! we can't be seen! hermione grabs harry's arm, slams through the door.",448,3
harry,"hermione! will you please tell me what it is we're doing?! she holds up a hand, silencing him. annoyed, harry follows her gaze and blinks in disbelief. across the grounds...",449,3
harry,but that... that's... us. this is not... normal.,450,3
hermione,"this is a time-turner, harry. mcgonagall gave it to me first term. this is how i've been getting to my lessons all year.",451,3
hermione,yes. dumbledore wanted us to return to this moment. clearly something happened he wants us to change.,452,3
environment,"a soft smack is heard. they turn, see malfoy land on the seat of his pants in the sundial garden, rub his kisser.",453,3
hermione,"hurry! malfoy's coming! hermione pulls harry under the bridge. seconds later, footsteps clamor over their heads.",454,3
harry,look. buckbeak's still alive.,455,3
harry,buckbeak? but... how will saving buckbeak help sirius?,456,3
environment,"as buckbeak feasts on a ferret, harry and hermione duck behind a pile of pumpkins. peering into the hut, harry sees hermione and ron embrace awkwardly.",457,3
environment,"he grins, turns, only to find hermione analyzing the moment with considerable fascination. caught -- regards harry defensively.",458,3
harry,"nothing. harry looks toward the slope, sees fudge and the others approaching in a cloud of crows.",459,3
hermione,"no! fudge has to see buckbeak before we steal him. otherwise, he'll think hagrid set him free! harry nods, then looks toward the hut. inside, hagrid is handing scabbers to ron.",460,3
hermione,"no, harry! you can't!",461,3
hermione,"yes! you must! (pointing inside) harry, you're in hagrid's hut right now. if you go bursting inside, you'll think you've gone mad. awful things can happen when wizards meddle with time. we can't be seen. hermione turns, watches fudge and the others drawing closer. she frowns, glances into the hut.",462,3
harry,"are you mad? hermione ignores him, swiftly whistling a second stone through the window and -- conk! -- off the back of harry's head.",463,3
hermione,"sorry. crows begin to drop atop the roof. fudge's party arrives, raps on the door.",464,3
hermione,is that really what my hair looks like from the back?,465,3
environment,"nothing, i just thought i saw... never mind.",466,3
environment,"harry and hermione watch themselves start up the slope. the coast clear, they slip out of the trees.",467,3
environment,"'it is the decision of the committee for the disposal of dangerous creatures that the hippogriff buckbeak, hereafter called the condemned, shall be executed this day at sundown...' as harry approaches, buckbeak studies him curiously, a ferret leg dangling from his beak. harry bows. slurp! the ferret leg disappears and buckbeak returns harry's nod. as harry takes buckbeak's chain... a flint-eyed crow pecks his hand.",468,3
environment,'the committee's appointed executioner shall dispatch the condemned by means of beheading...',469,3
environment,"'as witnessed below.' you sign here, hagrid. very well, gentlemen. let's step outside, shall we... ding! the hogwarts bell begins to toll. harry and hermione exchange a glance. harry tugs harder. no go.",470,3
hermione,"here, beaky... come and get the nice dead ferret... yum yum... harry looks at her as if she's mad, but it's... working. as buckbeak trots after, the cawing crows scatter.",471,3
dumbledore,"professor dippet had those blackberries planted when he was headmaster... harry and hermione shoo buckbeak along, disappear into the forest... just as dumbledore concludes his reverie.",472,3
cornelius fudge,but... where is it? i just saw the beast not moments ago -- hagrid?,473,3
dumbledore,(a hint of amusement) how extraordinary!,474,3
hagrid,"professor, i swear! i didn't!",475,3
cornelius fudge,we should search the grounds --,476,3
sickening chop!,the crows scatter to the skies.,477,3
harry,now what?,478,3
harry,and we do that... how?,479,3
environment,"subjective pov, gliding through a thicket of trees, to the forest's edge, the trees thinning, revealing...",480,3
harry,wait until fred and george hear about that one.,481,3
harry,and now we wait.,482,3
hermione,"'least someone's enjoying himself. harry and hermione sit together in the lengthening shadows. harry snaps off a piece of chocolate, hands it to hermione.",483,3
hermione,yes?,484,3
hermione,"with a patronus. i heard snape telling dumbledore when we were taken to the hospital. according to him, only a really powerful wizard could have conjured it.",485,3
harry,it was my dad who conjured the patronus.,486,3
harry,"dead. i know. i'm just telling you what i saw. hermione nods, not wanting to press harry further, then glances beyond the trees, toward the whomping willow.",487,3
environment,shadows emerge under a full moon: black. harry. pettigrew. lupin. hermione. ron. sleepwalking snape...,488,3
harry,you see sirius talking to me? he's asking me to come live with him.,489,3
harry,"when we free him, i'll never have to go back to the dursley's. i'm going to tell him i'd like to live someplace in the country. i think he'd like that, after all those years in azkaban. we don't need a big place and i can help him... a howl pierces the night. hermione glances toward the willow.",490,3
harry,"which means pettigrew is slipping safely into the night. while we just stand here... a fierce growling is heard as twin silhouettes -- the dog and the werewolf -- bound into the tall grass. harry watches himself appear, hurl the stick as before. the werewolf turns, begins to stalk... owwwwwwwww! harry wheels, sees hermione, hands cupped to her mouth, making a loud howl. he covers her mouth.",491,3
hermione,"saving your life. harry looks back to the tall grass. the werewolf is frozen. as before, it begins to approach harry again. owwwwwwww! this time, harry doesn't stop her.",492,3
hermione,why?,493,3
hermione,"buckbeak. we've got to find him. ... and reveals the werewolf, fifteen feet past, waiting. as harry and hermione step out, they freeze. the werewolf poises itself, preparing to pounce, when... skreeek! the trees shake with the fury of a hurricane and buckbeak charges into the clearing, screening harry and hermione. the werewolf snarls angrily, makes to charge. with lightning-fast reflexes, buckbeak's claws slash the air... only inches from the werewolf's face. the werewolf stops, eyes glittering with rage, then... howls. turning, it vanishes into the forest.",494,3
harry,let's go.,495,3
moving pov,"looking upward... through the trees as the sky wheels by, dementors streaking in and out of view.",496,3
environment,"camera rushes in, holds on harry and hermione's faces.",497,3
environment,"shocked. terror-stricken. opposite them, across the lake...",498,3
intercut between black lake and edge of forest.,harry watches himself vainly attempt to conjure a patronus as the cyclone only continues to grow...,499,3
harry,"don't worry. my dad will come... right there... you'll see... he'll come... any minute... he'll conjure the patronus hermione eyes harry warily. he is transfixed, staring hungrily toward the outcrop. the wind rises. the lake begins to freeze. whoosh! whoosh! one after another, dementors drop from the sky, vanish in the cyclone...",500,3
harry,"he will! he will come! she looks. nothing. desperately, her eyes flash to the cyclone, to the pitiful sight of harry and black at the water's edge... wracked with pain... dying...",501,3
environment,"whoosh! harry and hermione plunge into frame astride buckbeak, soaring toward the castle. outside the grounds, the dementors wait restlessly. up ahead, fudge and snape enter the dark tower, torches in hand.",502,3
hermione,no. (looking down in fear) but i don't like this!,503,3
environment,we see buckbeak land.,504,3
environment,"sirius paces within a small cell, a man condemned. spying harry and hermione, he stops. stunned to see them.",505,3
environment,hermione pushes past harry.,506,3
hermione,didn't really expect that to work.,507,3
environment,"wand flashing, hermione tries spell after spell.",508,3
sirius black,you might try --,509,3
sirius black,that'll do.,510,3
environment,"sirius laughs, hair blowing in the wind.",511,3
environment,"black puts his hands to hermione's waist, swings her off buckbeak and onto the ground next to harry.",512,3
harry,i want to go with you.,513,3
sirius black,"but promise me something, harry.",514,3
sirius black,"trust yourself. no matter the challenges you face -- and i fear they will be many -- you'll be surprised how many times you can find the answers... (tapping his heart) ...here. as sirius climbs atop buckbeak, a shooting star arcs through the heavens.",515,3
hermione,we have to go.,516,3
environment,"as harry and hermione dash off, camera tracks after, rising with them as they race up the tower stairway, then passing through the mechanism and on through to the end of...",517,3
dumbledore,"by the way, when in doubt, i always find retracing my steps to be a wise place to begin... good luck. as dumbledore begins to close the door, harry and hermione stumble frantically forward, the door about to hit the jamb, when... suddenly... dumbledore stops. looks up.",518,3
harry,he's free -- sirius. we... we did it.,519,3
environment,... they catch the faintest glimpse of... themselves... across the room... just as they evaporate. ron blinks. turns. frowns.,520,3
hermione,"what d'you think, harry? too much for him -- everything that's happened tonight?",521,3
environment,"the whomping willow sways in a light breeze. the black lake shimmers, clouds drifting in its glassy mirror.",522,3
professor lupin,"hello, harry. harry jumps. lupin turns, smiles through haggard eyes.",523,3
professor lupin,"i've looked worse, believe me. harry eyes the open desk drawers... the bare bookshelves...",524,3
professor lupin,"resigned, actually.",525,3
professor lupin,it seems that someone has let slip the nature of my condition.,526,3
professor lupin,"whoever. it was bound to get out. this time tomorrow, the owls will start arriving. parents will not want a -- someone like me -- teaching their children.",527,3
professor lupin,"has already risked enough on my behalf. besides, people like me, well... let's just say i'm used to this by now. but before i go, tell me about your patrons.",528,3
professor lupin,a stag.,529,3
professor lupin,"your father used to transform into one. that's how he was able to keep me company when i became... sick. he was a great friend james. lupin smiles wanly, lifts his sorry suitcase. then stops.",530,3
professor lupin,mischief managed. harry watches the map go blank. looks back. lupin is gone.,531,3
environment,ron stands amid a circle of excited gryffindors.,532,3
neville,harry! wherever did you get it!,533,3
ron,"quiet! (as they oblige) thank you. let the man through. mystified, harry steps forward, the boys peeling away, clearing his view of the broomstick in ron's hands. the",534,3
harry,whose is that?,535,3
harry,who? but... how?,536,3
harry,"that's a hippogriff feather -- as harry stops short, hermione raises her eyebrow. as they share a secret glance, we...",537,3
environment,"boom! the huge vertical doors burst open and harry, trailed by the others, exits with the firebolt. as he strides off, others join the assembly -- hagrid, malfoy, crabbe, and goyle among them -- curious to see what the commotion is all about.",538,3
seamus,"go on, harry.",539,3
fred,what's wrong?,540,3
george,what's wrong?,540,3
harry,"oh, come on now. it's just a broom.",542,3
harry,the fastest broom in the world. as everyone turns -- whoosh! -- harry jets off and we --,543,3
environment,"a tiny dot, growing larger and larger, races upward. it's harry shooting straight into the blue on the firebolt. a scream grows louder as he approaches. a scream of release, of utter abandon. it's harry screaming. but something else is clear as he jets past and... the screen goes black. it's a scream of joy.",544,3
